id,title,authors,subjects,bookshelves,languages,download_count,media_type,copyright
11,Alice's Adventures in Wonderland,"Carroll, Lewis",Alice (Fictitious character from Carroll) -- Juvenile fiction; Children's stories; Fantasy fiction; Imaginary places -- Juvenile fiction,Category: British Literature; Category: Children & Young Adult Reading; Category: Classics of Literature; Category: Novels; Children's Literature,en,63687,Text,False
37106,"Little Women; Or, Meg, Jo, Beth, and Amy","Alcott, Louisa May",Autobiographical fiction; Bildungsromans; Domestic fiction; Family life -- New England -- Fiction; March family (Fictitious characters) -- Fiction; Mothers and daughters -- Fiction; New England -- Fiction; Sisters -- Fiction; Young women -- Fiction,Category: American Literature; Category: Children & Young Adult Reading; Category: Classics of Literature; Category: Novels,en,50651,Text,False
46,A Christmas Carol in Prose; Being a Ghost Story of Christmas,"Dickens, Charles","Christmas stories; Ghost stories; London (England) -- Fiction; Misers -- Fiction; Poor families -- Fiction; Scrooge, Ebenezer (Fictitious character) -- Fiction; Sick children -- Fiction",Category: British Literature; Category: Classics of Literature; Category: Novels; Children's Literature; Christmas,en,38570,Text,False
2591,Grimms' Fairy Tales,"Grimm, Jacob, Grimm, Wilhelm",Fairy tales -- Germany,"Category: Children & Young Adult Reading; Category: German Literature; Category: Mythology, Legends & Folklore; Category: Short Stories",en,25605,Text,False
41,The Legend of Sleepy Hollow,"Irving, Washington",Ghosts -- Fiction; New York (State) -- History -- 1775-1865 -- Fiction,"Category: American Literature; Category: Mythology, Legends & Folklore; Category: Short Stories; Children's Literature; Harvard Classics",en,25577,Text,False
45,Anne of Green Gables,"Montgomery, L. M. (Lucy Maud)","Bildungsromans; Canada -- History -- 1867-1914 -- Fiction; Country life -- Prince Edward Island -- Fiction; Friendship -- Fiction; Girls -- Fiction; Islands -- Fiction; Orphans -- Fiction; Prince Edward Island -- History -- 20th century -- Fiction; Shirley, Anne (Fictitious character) -- Fiction",Canada; Category: Children & Young Adult Reading; Category: Classics of Literature; Category: Novels; Children's Literature,en,23353,Text,False
55,The Wonderful Wizard of Oz,"Baum, L. Frank (Lyman Frank)","Courage -- Juvenile fiction; Cowardly Lion (Fictitious character) -- Juvenile fiction; Cyclones -- Juvenile fiction; Dreams -- Juvenile fiction; Fantasy literature; Gale, Dorothy (Fictitious character) -- Juvenile fiction; Good and evil -- Juvenile fiction; Home -- Juvenile fiction; Oz (Imaginary place) -- Juvenile fiction; Scarecrow (Fictitious character from Baum) -- Juvenile fiction; Tin Woodman (Fictitious character) -- Juvenile fiction; Toto (Fictitious character) -- Juvenile fiction; Witches -- Juvenile fiction; Wizard of Oz (Fictitious character) -- Juvenile fiction",Category: Adventure; Category: American Literature; Category: Children & Young Adult Reading; Category: Science-Fiction & Fantasy; Children's Literature; Fantasy,en,22154,Text,False
408,The Souls of Black Folk,"Du Bois, W. E. B. (William Edward Burghardt)",African Americans,"African American Writers; Category: Essays, Letters & Speeches; Category: History - American; Category: Politics; Category: Sociology",en,19858,Text,False
120,Treasure Island,"Stevenson, Robert Louis",Pirates -- Fiction; Sea stories; Treasure Island (Imaginary place) -- Fiction; Treasure troves -- Fiction,"Best Books Ever Listings; Category: Adventure; Category: British Literature; Category: Classics of Literature; Category: Novels; Children's Literature; Historical Fiction; Pirates, Buccaneers, Corsairs, etc.",en,19555,Text,False
23,"Narrative of the Life of Frederick Douglass, an American Slave","Douglass, Frederick","Abolitionists -- United States -- Biography; African American abolitionists -- Biography; Douglass, Frederick, 1818-1895; Enslaved persons -- United States -- Biography",African American Writers; Category: Biographies; Category: History - American; Slavery,en,18076,Text,False
16,Peter Pan : $b [Peter and Wendy],"Barrie, J. M. (James Matthew)",Fairies -- Fiction; Fantasy literature; Never-Never Land (Imaginary place) -- Fiction; Peter Pan (Fictitious character) -- Fiction; Pirates -- Fiction,Category: Adventure; Category: British Literature; Category: Children & Young Adult Reading; Category: Classics of Literature; Category: Novels; Children's Literature; Movie Books,en,15303,Text,False
514,Little Women,"Alcott, Louisa May",Autobiographical fiction; Bildungsromans; Domestic fiction; Family life -- New England -- Fiction; March family (Fictitious characters) -- Fiction; Mothers and daughters -- Fiction; New England -- Fiction; Sisters -- Fiction; Young women -- Fiction,Category: American Literature; Category: Classics of Literature; Category: Novels; Children's Literature,en,14821,Text,False
20203,Autobiography of Benjamin Franklin,"Franklin, Benjamin","Franklin, Benjamin, 1706-1790; Statesmen -- United States -- Biography",Category: American Literature; Category: Biographies; Category: History - American; Harvard Classics,en,14157,Text,False
17199,"Golden Days for Boys and Girls, Vol. XII, Jan. 3, 1891",Various,Children's literature -- Periodicals,Category: Adventure; Category: Children & Young Adult Reading; Golden Days for Boys and Girls,en,13880,Text,False
12,Through the Looking-Glass,"Carroll, Lewis",Alice (Fictitious character from Carroll) -- Juvenile fiction; Children's stories; Fantasy fiction; Imaginary places -- Juvenile fiction,Best Books Ever Listings; Category: British Literature; Category: Children & Young Adult Reading; Category: Novels; Children's Literature,en,12167,Text,False
815,Democracy in America — Volume 1,"Tocqueville, Alexis de",Democracy -- United States; United States -- Politics and government; United States -- Social conditions,Category: History - American; Category: Politics; Category: Sociology,en,12088,Text,False
45502,How the Other Half Lives: Studies Among the Tenements of New York,"Riis, Jacob A. (Jacob August)",Poor -- New York (State) -- New York; Tenement houses -- New York (State) -- New York,Category: History - American; Category: Sociology,en,11310,Text,False
67098,Winnie-the-Pooh,"Milne, A. A. (Alan Alexander)",Animals -- Juvenile fiction; Christopher Robin (Fictitious character) -- Juvenile fiction; Eeyore (Fictitious character) -- Juvenile fiction; Piglet (Fictitious character) -- Juvenile fiction; Teddy bears -- Juvenile fiction; Toys -- Juvenile fiction; Winnie-the-Pooh (Fictitious character) -- Juvenile fiction,Category: British Literature; Category: Children & Young Adult Reading; Category: Humour; Category: Novels,en,11153,Text,False
57426,Baron Trump's Marvellous Underground Journey,"Lockwood, Ingersoll","Adventure stories; Conduct of life -- Juvenile fiction; Courtship -- Juvenile fiction; Dogs -- Juvenile fiction; Fantasy fiction; Kings and rulers -- Juvenile fiction; Queens -- Juvenile fiction; Voyages and travels -- Juvenile fiction; Voyages, Imaginary -- Juvenile fiction; Wit and humor, Juvenile; Youth -- Conduct of life -- Juvenile fiction; Youth and death -- Juvenile fiction",Category: Adventure; Category: Children & Young Adult Reading; Category: Novels; Category: Science-Fiction & Fantasy,en,10477,Text,False
147,Common Sense,"Paine, Thomas",Monarchy -- Early works to 1800; Political science -- Early works to 1800; United States -- Politics and government -- 1775-1783,"Category: Essays, Letters & Speeches; Category: History - American; Category: History - British; Category: History - Modern (1750+); Category: Politics",en,10119,Text,False
17396,The Secret Garden,"Burnett, Frances Hodgson",Gardens -- Juvenile fiction; Orphans -- Juvenile fiction; People with disabilities -- Juvenile fiction; Yorkshire (England) -- Juvenile fiction,Category: British Literature; Category: Children & Young Adult Reading; Category: Novels; Children's Literature,en,9730,Text,False
236,The Jungle Book,"Kipling, Rudyard","Adventure stories, English; Animals -- Fiction; Feral children -- Fiction; India -- Fiction; India -- History -- 19th century -- Fiction; Jungle animals -- Fiction; Jungles -- Fiction; Mowgli (Fictitious character) -- Fiction; Short stories",Category: Adventure; Category: British Literature; Category: Children & Young Adult Reading; Category: Short Stories; Children's Literature; Contemporary Reviews; Movie Books; Nobel Prizes in Literature; Scouts,en,9492,Text,False
245,Life on the Mississippi,"Twain, Mark","Authors, American -- 19th century -- Biography; Mississippi River -- Description and travel; Mississippi River Valley -- Social life and customs -- 19th century; Pilots and pilotage -- Mississippi River; Twain, Mark, 1835-1910 -- Travel -- Mississippi River",Category: American Literature; Category: Biographies; Category: History - American; Category: Travel Writing,en,9057,Text,False
11339,Aesop's Fables; a new translation,Aesop,"Fables, Greek -- Translations into English","Category: Children & Young Adult Reading; Category: Mythology, Legends & Folklore",en,8256,Text,False
45631,"Twelve Years a Slave: Narrative of Solomon Northup, a Citizen of New-York, Kidnapped in Washington City in 1841, and Rescued in 1853, from a Cotton Plantation near the Red River in Louisiana","Northup, Solomon","African Americans -- Biography; Enslaved persons -- United States -- Biography; Enslaved persons' writings, American; Northup, Solomon, 1808-1863?; Plantation life -- Louisiana -- History -- 19th century; Slavery -- Louisiana -- History -- 19th century",Category: Biographies; Category: History - American; Category: History - Modern (1750+); Category: Sociology,en,8074,Text,False
12116,Struwwelpeter: Merry Stories and Funny Pictures,"Hoffmann, Heinrich","Behavior -- Fiction; Children -- Conduct of life -- Juvenile fiction; Children's poetry, German -- Translations into English; Children's stories, German -- Translations into English; Picture books for children; Stories in rhyme",Category: Children & Young Adult Reading; Category: German Literature; Category: Humour; Category: Short Stories; Children's Picture Books,en,7625,Text,False
37677,The Story of a Life,"Ellis, J. Breckenridge (John Breckenridge)","Carr, O. A., Mrs., 1846-1907; Carr-Burdette College; Christian education of girls; Christian universities and colleges; Disciples of Christ -- Biography",Category: Biographies; Category: History - American; Category: Parenthood & Family Relations; Category: Teaching & Education,en,7595,Text,False
902,"The Happy Prince, and Other Tales","Wilde, Oscar","Children's stories, English; Fairy tales; Short stories, English",Category: British Literature; Category: Children & Young Adult Reading; Category: Short Stories; Children's Literature,en,7400,Text,False
24022,A Christmas Carol,"Dickens, Charles","Christmas stories; Ghost stories; London (England) -- Fiction; Misers -- Fiction; Poor families -- Fiction; Scrooge, Ebenezer (Fictitious character) -- Fiction; Sick children -- Fiction",Category: British Literature; Category: Classics of Literature; Category: Novels; Children's Literature; Christmas,en,7279,Text,False
1837,The Prince and the Pauper,"Twain, Mark","Boys -- Fiction; Edward VI, King of England, 1537-1553 -- Fiction; Historical fiction; Impostors and imposture -- Fiction; London (England) -- Fiction; Lookalikes -- Fiction; Poor children -- Fiction; Princes -- Fiction; Social classes -- Fiction",Category: British Literature; Category: Children & Young Adult Reading; Category: Classics of Literature; Category: Historical Novels; Historical Fiction,en,7155,Text,False
14977,The Red Record: Tabulated Statistics and Alleged Causes of Lynching in the United States,"Wells-Barnett, Ida B.",African Americans -- History -- 1877-1964; Lynching -- United States; Lynching -- United States -- Statistics,African American Writers; Category: History - American; Category: History - Modern (1750+); Category: Politics; Category: Sociology; Crime Nonfiction,en,6697,Text,False
1404,The Federalist Papers,"Hamilton, Alexander, Jay, John, Madison, James",Constitutional history -- United States -- Sources; Constitutional law -- United States,"Category: Essays, Letters & Speeches; Category: History - American; Category: Politics; United States; United States Law",en,6374,Text,False
113,The Secret Garden,"Burnett, Frances Hodgson",Gardens -- Juvenile fiction; Orphans -- Juvenile fiction; People with disabilities -- Juvenile fiction; Yorkshire (England) -- Juvenile fiction,Category: British Literature; Category: Children & Young Adult Reading; Category: Classics of Literature; Category: Novels; Children's Literature,en,6244,Text,False
45634,Myths of the Cherokee: Extract from the Nineteenth Annual Report of the Bureau of American Ethnology,"Mooney, James",Cherokee Indians -- Folklore; Cherokee Indians -- History; Cherokee mythology; Legends -- Southern States; Tales -- Southern States,"Category: Archaeology & Anthropology; Category: History - American; Category: Mythology, Legends & Folklore",en,6008,Text,False
30142,Little Brother,"Doctorow, Cory",Civil rights -- Fiction; Computer hackers -- Fiction; Counterculture -- Fiction; San Francisco (Calif.) -- Fiction; Terrorism -- Fiction; United States. Dept. of Homeland Security -- Fiction,Category: American Literature; Category: Children & Young Adult Reading; Category: Novels; Category: Science-Fiction & Fantasy,en,5948,Text,True
2376,Up from Slavery: An Autobiography,"Washington, Booker T.","African Americans -- Biography; Educators -- United States -- Biography; Tuskegee Institute; Washington, Booker T., 1856-1915",African American Writers; Category: Biographies; Category: History - American; Slavery,en,5922,Text,False
27200,Fairy Tales of Hans Christian Andersen,"Andersen, H. C. (Hans Christian)","Children's stories, Danish -- Translations into English; Fairy tales; Fairy tales -- Denmark; Short stories","Category: Children & Young Adult Reading; Category: Mythology, Legends & Folklore",en,5921,Text,False
73,The Red Badge of Courage: An Episode of the American Civil War,"Crane, Stephen","Chancellorsville, Battle of, Chancellorsville, Va., 1863 -- Fiction; Historical fiction; United States -- History -- Civil War, 1861-1865 -- Fiction; Virginia -- History -- Civil War, 1861-1865 -- Fiction; War stories","Best Books Ever Listings; Bestsellers, American, 1895-1923; Category: American Literature; Category: Classics of Literature; Category: History - American; Category: History - Warfare; Category: Novels; Historical Fiction; US Civil War",en,5832,Text,False
4367,"Personal Memoirs of U. S. Grant, Complete","Grant, Ulysses S. (Ulysses Simpson)","Generals -- United States -- Biography; Grant, Ulysses S. (Ulysses Simpson), 1822-1885; Mexican War, 1846-1848 -- Personal narratives; Presidents -- United States -- Biography; United States -- History -- Civil War, 1861-1865 -- Campaigns; United States. Army -- Biography",Category: Biographies; Category: History - American; Category: History - Warfare; Children's History; US Civil War,en,5787,Text,False
1874,The Railway Children,"Nesbit, E. (Edith)",Country life -- England -- Fiction; England -- Fiction; Family life -- Fiction; Railroads -- Fiction; Siblings -- Fiction,Category: Adventure; Category: British Literature; Category: Children & Young Adult Reading; Children's Fiction; Children's Literature,en,5753,Text,False
14838,The Tale of Peter Rabbit,"Potter, Beatrix",Rabbits -- Juvenile fiction,Category: British Literature; Category: Children & Young Adult Reading; Category: Classics of Literature; Children's Picture Books,en,5548,Text,False
816,Democracy in America — Volume 2,"Tocqueville, Alexis de",Democracy -- United States; United States -- Politics and government; United States -- Social conditions,Category: History - American; Category: Philosophy & Ethics; Category: Politics; Category: Sociology,en,5480,Text,False
289,The Wind in the Willows,"Grahame, Kenneth",Animals -- Fiction; Country life -- Fiction; England -- Fiction; Fantasy fiction; Friendship -- Fiction; Humorous stories; Pastoral fiction; River life -- Fiction,Best Books Ever Listings; Category: British Literature; Category: Children & Young Adult Reading; Category: Novels; Children's Literature,en,5452,Text,False
2781,Just so stories,"Kipling, Rudyard","Animals -- Fiction; Children's stories, English; Short stories","Category: British Literature; Category: Children & Young Adult Reading; Category: Mythology, Legends & Folklore; Category: Short Stories; Children's Literature; Nobel Prizes in Literature; Scouts",en,5365,Text,False
27690,Nobody's Girl: (En Famille),"Malot, Hector",Adventure and adventurers -- Fiction; France -- History -- 19th century -- Fiction; Grandfathers -- Fiction; Orphans -- Fiction,Category: Children & Young Adult Reading; Category: French Literature; Category: Novels,en,5335,Text,False
20439,"Susan B. Anthony: Rebel, Crusader, Humanitarian","Lutz, Alma","Anthony, Susan B. (Susan Brownell), 1820-1906",Biographies; Category: Biographies; Category: Gender & Sexuality Studies; Category: History - American,en,5204,Text,False
21436,Poems Every Child Should Know,,American poetry; English poetry,Children's Anthologies,en,5152,Sound,False
851,Narrative of the Captivity and Restoration of Mrs. Mary Rowlandson,"Rowlandson, Mary White","Indian captivities -- Massachusetts; King Philip's War, 1675-1676; Lancaster (Mass.) -- History -- Colonial period, ca. 1600-1775; Massachusetts -- Biography; Rowlandson, Mary White, approximately 1635-1711",Category: Biographies; Category: History - American,en,5141,Text,False
271,Black Beauty,"Sewell, Anna",Great Britain -- History -- 19th century -- Juvenile fiction; Historical fiction; Horses -- Juvenile fiction; Human-animal relationships -- Juvenile fiction,Best Books Ever Listings; Category: British Literature; Category: Children & Young Adult Reading; Category: Classics of Literature; Category: Novels; Children's Literature,en,4916,Text,False
19033,Alice's Adventures in Wonderland,"Carroll, Lewis",Alice (Fictitious character from Carroll) -- Juvenile fiction; Children's stories; Fantasy fiction; Imaginary places -- Juvenile fiction,Category: British Literature; Category: Children & Young Adult Reading; Category: Classics of Literature; Category: Novels; Children's Literature,en,4735,Text,False
4206,"The Letters of Franklin K. Lane, Personal and Political","Lane, Franklin K.","United States -- Politics and government -- 1913-1921; World War, 1914-1918 -- United States","Category: Biographies; Category: Essays, Letters & Speeches; Category: History - American",en,4687,Text,False
14975,Southern Horrors: Lynch Law in All Its Phases,"Wells-Barnett, Ida B.",Lynching,African American Writers; Category: History - American; Category: Politics; Category: Sociology; Crime Nonfiction,en,4588,Text,False
52621,"Society in America, Volume 1 (of 2)","Martineau, Harriet",United States -- Description and travel; United States -- Economic conditions -- To 1865; United States -- Politics and government -- 1815-1861; United States -- Social life and customs -- 1783-1865,Category: History - American; Category: Politics; Category: Sociology; Category: Travel Writing,en,4462,Text,False
500,The Adventures of Pinocchio,"Collodi, Carlo",Fairy tales; Pinocchio (Fictitious character) -- Juvenile fiction; Puppets -- Juvenile fiction,Category: Children & Young Adult Reading; Category: Classics of Literature; Category: Novels,en,4441,Text,False
19994,The Aesop for Children: With pictures by Milo Winter,Aesop,Aesop's fables -- Adaptations; Fables; Folklore,"Category: Children & Young Adult Reading; Category: Mythology, Legends & Folklore",en,4425,Text,False
146,A Little Princess: Being the whole story of Sara Crewe now told for the first time,"Burnett, Frances Hodgson",Boarding schools -- Juvenile fiction; Girls -- Juvenile fiction; London (England) -- Juvenile fiction; Orphans -- Juvenile fiction; Schools -- Juvenile fiction,Category: British Literature; Category: Children & Young Adult Reading; Category: Novels; Children's Literature; School Stories,en,4365,Text,False
43936,The Wonderful Wizard of Oz,"Baum, L. Frank (Lyman Frank)","Courage -- Juvenile fiction; Cowardly Lion (Fictitious character) -- Juvenile fiction; Cyclones -- Juvenile fiction; Dreams -- Juvenile fiction; Fantasy literature; Gale, Dorothy (Fictitious character) -- Juvenile fiction; Good and evil -- Juvenile fiction; Home -- Juvenile fiction; Oz (Imaginary place) -- Juvenile fiction; Scarecrow (Fictitious character from Baum) -- Juvenile fiction; Tin Woodman (Fictitious character) -- Juvenile fiction; Toto (Fictitious character) -- Juvenile fiction; Witches -- Juvenile fiction; Wizard of Oz (Fictitious character) -- Juvenile fiction",Category: Adventure; Category: Children & Young Adult Reading; Category: Novels,en,4326,Text,False
1597,Andersen's Fairy Tales,"Andersen, H. C. (Hans Christian)","Children's stories, Danish -- Translations into English; Fairy tales; Fairy tales -- Denmark","Best Books Ever Listings; Category: Children & Young Adult Reading; Category: Classics of Literature; Category: Mythology, Legends & Folklore; Category: Short Stories; Children's Myths, Fairy Tales, etc.; Harvard Classics",en,4226,Text,False
51,Anne of the Island,"Montgomery, L. M. (Lucy Maud)","Canada -- History -- 1914-1945 -- Fiction; Interpersonal relations -- Fiction; Nova Scotia -- History -- 20th century -- Fiction; Orphans -- Fiction; Prince Edward Island -- History -- 20th century -- Fiction; Self-perception -- Fiction; Shirley, Anne (Fictitious character) -- Fiction; Universities and colleges -- Fiction",Canada; Category: Children & Young Adult Reading; Category: Novels; Children's Literature,en,4149,Text,False
421,Kidnapped,"Stevenson, Robert Louis",Adventure and adventurers -- Fiction; Historical fiction; Kidnapping -- Fiction; Scotland -- History -- 18th century -- Fiction,Adventure; Best Books Ever Listings; Category: Adventure; Category: British Literature; Category: Historical Novels; Category: Novels; Children's Literature; Historical Fiction; Movie Books,en,4114,Text,False
23717,Jabberwocky,"Carroll, Lewis",Fantasy poetry; Nonsense verses,Children's Literature,en,3994,Sound,False
19576,Anne of Green Gables,"Montgomery, L. M. (Lucy Maud)","Bildungsromans; Canada -- History -- 1867-1914 -- Fiction; Country life -- Prince Edward Island -- Fiction; Friendship -- Fiction; Girls -- Fiction; Islands -- Fiction; Orphans -- Fiction; Prince Edward Island -- History -- 20th century -- Fiction; Shirley, Anne (Fictitious character) -- Fiction",Children's Literature,en,3913,Sound,False
26654,Peter and Wendy,"Barrie, J. M. (James Matthew)",Fairies -- Fiction; Fantasy literature; Never-Never Land (Imaginary place) -- Fiction; Peter Pan (Fictitious character) -- Fiction; Pirates -- Fiction,Category: British Literature; Category: Children & Young Adult Reading; Category: Novels,en,3833,Text,False
32415,The Nursery Rhymes of England,,"Nursery rhymes, English; Oral tradition -- England",Category: British Literature; Category: Children & Young Adult Reading; Category: Poetry,en,3826,Text,False
19637,Black Beauty - The Autobiography of a Horse,"Sewell, Anna",Great Britain -- History -- 19th century -- Juvenile fiction; Historical fiction; Horses -- Juvenile fiction; Human-animal relationships -- Juvenile fiction,Children's Literature,en,3820,Sound,False
36542,The American Occupation of the Philippines 1898-1912,"Blount, James H. (James Henderson)",Philippines -- History -- 1898-1946; Philippines -- Politics and government -- 1898-1935,Category: History - American; Category: History - Modern (1750+); Category: History - Other,en,3777,Text,False
21605,"Uncle Remus, his songs and his sayings","Harris, Joel Chandler","African American men -- Literary collections; African Americans -- Folklore -- Literary collections; African Americans -- Songs and music; Animals -- Folklore -- Literary collections; Georgia -- Literary collections; Plantation life -- Literary collections; Remus, Uncle (Fictitious character) -- Literary collections",Children's Literature,en,3758,Sound,False
47,Anne of Avonlea,"Montgomery, L. M. (Lucy Maud)","Canada -- History -- 1914-1945 -- Fiction; Islands -- Fiction; Orphans -- Fiction; Prince Edward Island -- History -- 20th century -- Fiction; Shirley, Anne (Fictitious character) -- Fiction; Teachers -- Fiction",Canada; Category: British Literature; Category: Children & Young Adult Reading; Category: Novels; Children's Literature,en,3718,Text,False
503,The Blue Fairy Book,"Lang, Andrew",Fairy tales; Folklore,"Category: Adventure; Category: Children & Young Adult Reading; Category: Mythology, Legends & Folklore; Children's Literature",en,3716,Text,False
49260,The History of Orange County New York,,Orange County (N.Y.) -- History,Category: History - American,en,3685,Text,False
641,The Violet Fairy Book,"Lang, Andrew",Fairy tales; Folklore,"Category: Children & Young Adult Reading; Category: Mythology, Legends & Folklore; Children's Literature",en,3684,Text,False
202,My Bondage and My Freedom,"Douglass, Frederick","Abolitionists -- United States -- Biography; African American abolitionists -- Biography; Antislavery movements -- United States -- History -- 19th century; Douglass, Frederick, 1818-1895; Enslaved persons -- Maryland -- Social conditions -- 19th century; Fugitive slaves -- Maryland -- Biography; Plantation life -- Maryland -- History -- 19th century",African American Writers; Category: American Literature; Category: Biographies; Category: History - American; Slavery,en,3651,Text,False
57821,Scenes in the Life of Harriet Tubman,"Bradford, Sarah H. (Sarah Hopkins)","African Americans -- Biography; Enslaved persons -- United States -- Biography; Tubman, Harriet, 1822-1913; Underground Railroad",Category: Biographies; Category: History - American,en,3645,Text,False
19600,Jerome Cardan: A Biographical Study,"Waters, W. G. (William George)","Cardano, Girolamo, 1501-1576; Mathematicians -- Biography",Category: Biographies; Category: Health & Medicine; Category: History - Early Modern (c. 1450-1750); Category: Mathematics,en,3644,Text,False
13707,Twice-told tales,"Hawthorne, Nathaniel","Historical fiction, American; New England -- Social life and customs -- Fiction; Short stories",Category: American Literature; Category: Short Stories; Children's Literature,en,3605,Text,False
1,The Declaration of Independence of the United States of America,"Jefferson, Thomas","United States -- History -- Revolution, 1775-1783 -- Sources; United States. Declaration of Independence","American Revolutionary War; Category: Essays, Letters & Speeches; Category: History - American; Category: History - Modern (1750+); Category: Philosophy & Ethics; Category: Politics; Politics; United States Law",en,3589,Text,False
27805,The Wind in the Willows,"Grahame, Kenneth",Animals -- Fiction; Country life -- Fiction; England -- Fiction; Fantasy fiction; Friendship -- Fiction; Humorous stories; Pastoral fiction; River life -- Fiction,Category: British Literature; Category: Children & Young Adult Reading; Category: Classics of Literature; Category: Novels,en,3561,Text,False
50831,The River Motor Boat Boys on the Yukon: The Lost Mine of Rainbow Bend,"Gordon, Harry",Boats and boating -- Juvenile fiction; Motorboats -- Juvenile fiction; Yukon River (Yukon and Alaska) -- Juvenile fiction,Category: Adventure; Category: Children & Young Adult Reading; Category: Novels,en,3516,Text,False
31086,"""And they thought we wouldn't fight""","Gibbons, Floyd Phillips","World War, 1914-1918 -- Campaigns -- Western Front; World War, 1914-1918 -- Personal narratives",Category: History - American; Category: History - Modern (1750+); Category: History - Warfare,en,3322,Text,False
34455,Give Me Liberty: The Struggle for Self-Government in Virginia,"Wertenbaker, Thomas Jefferson",Virginia -- Politics and government -- To 1775,Category: History - American; Category: History - British; Category: History - Early Modern (c. 1450-1750); Category: History - Modern (1750+),en,3304,Text,False
60692,The History of the Standard Oil Company,"Tarbell, Ida M. (Ida Minerva)",Petroleum industry and trade -- United States -- History; Standard Oil Company -- History,Category: Business/Management; Category: History - American; Category: History - Modern (1750+),en,3304,Text,False
50503,"Forty-Eighth Annual Report of the Bureau of American Ethnology to the Secretary of the Smithsonian Institution, 1930-1931, Government Printing Office, Washington, 1933.",,Indexes,Category: Archaeology & Anthropology; Category: History - American; Category: Reports & Conference Proceedings,en,3264,Text,False
22952,Tom Swift in the Land of Wonders,"Appleton, Victor","Adventure and adventurers -- Juvenile fiction; Swift, Tom (Fictitious character) -- Juvenile fiction",Children's Book Series,en,3261,Sound,False
22451,Jack and Jill,"Alcott, Louisa May",Family life -- Juvenile fiction; Friendship -- Juvenile fiction; Winter -- Juvenile fiction,Children's Literature,en,3250,Sound,False
20265,Anne of the Island,"Montgomery, L. M. (Lucy Maud)","Canada -- History -- 1914-1945 -- Fiction; Interpersonal relations -- Fiction; Nova Scotia -- History -- 20th century -- Fiction; Orphans -- Fiction; Prince Edward Island -- History -- 20th century -- Fiction; Self-perception -- Fiction; Shirley, Anne (Fictitious character) -- Fiction; Universities and colleges -- Fiction",Children's Literature,en,3223,Sound,False
57724,"A Cyclopaedia of Canadian Biography: Being Chiefly Men of the Time: A Collection of Persons Distinguished in Professional and Political Life, Leaders in the Commerce and Industry of Canada, and Successful Pioneers",,Canada -- Biography; Canada -- Biography -- Dictionaries,Category: Biographies; Category: History - American; Category: History - Modern (1750+),en,3206,Text,False
54,The Marvelous Land of Oz,"Baum, L. Frank (Lyman Frank)",Conduct of life -- Juvenile fiction; Fantasy literature; Friendship -- Juvenile fiction; Kings and rulers -- Juvenile fiction; Magic -- Juvenile fiction; Oz (Imaginary place) -- Juvenile fiction; Practical jokes -- Juvenile fiction; Queens -- Juvenile fiction; Voyages and travels -- Juvenile fiction; Witches -- Juvenile fiction; Women soldiers -- Juvenile fiction; Youth -- Conduct of life -- Juvenile fiction,Category: American Literature; Category: Children & Young Adult Reading; Category: Novels; Category: Science-Fiction & Fantasy; Children's Literature; Fantasy,en,3200,Text,False
58031,Report of the President's Commission on the Assassination of President John F. Kennedy,United States. Warren Commission,"Kennedy, John F. (John Fitzgerald), 1917-1963 -- Assassination; Oswald, Lee Harvey",Category: History - American; Category: History - Modern (1750+); Category: Reports & Conference Proceedings,en,3191,Text,False
65993,Scouting for Boys,"Baden-Powell of Gilwell, Robert Stephenson Smyth Baden-Powell, Baron",Boy Scouts; Citizenship,Category: Adventure; Category: Children & Young Adult Reading; Category: How To ...,en,3180,Text,False
1330,"The Story of Little Black Sambo, and The Story of Little Black Mingo","Bannerman, Helen",Boys -- Juvenile fiction; Children's stories; Crocodiles -- Juvenile fiction; Girls -- Juvenile fiction; India -- Juvenile fiction; Mongooses -- Juvenile fiction; Pride and vanity -- Juvenile fiction; Tiger -- Juvenile fiction,Category: Adventure; Category: Children & Young Adult Reading,en,3175,Text,False
28513,"The Wonders of the Invisible World: Being an Account of the Tryals of Several Witches Lately Executed in New-England, to which is added A Farther Account of the Tryals of the New-England Witches","Mather, Cotton, Mather, Increase",Witchcraft -- New England -- Early works to 1800,Category: History - American; Category: History - Modern (1750+); Category: History - Religious; Category: History - Warfare,en,3168,Text,False
19575,Anne of Avonlea,"Montgomery, L. M. (Lucy Maud)","Canada -- History -- 1914-1945 -- Fiction; Islands -- Fiction; Orphans -- Fiction; Prince Edward Island -- History -- 20th century -- Fiction; Shirley, Anne (Fictitious character) -- Fiction; Teachers -- Fiction",Children's Literature,en,3154,Sound,False
19337,A Christmas Carol,"Dickens, Charles","Christmas stories; Ghost stories; London (England) -- Fiction; Misers -- Fiction; Poor families -- Fiction; Scrooge, Ebenezer (Fictitious character) -- Fiction; Sick children -- Fiction",Category: British Literature; Category: Classics of Literature; Category: Novels; Children's Literature; Christmas,en,3123,Text,False
75948,"The book of wonders : $b gives plain and simple answers to the thousands of everyday questions that are asked and which all should be able to, but cannot answer...",,Curiosities and wonders; Encyclopedias and dictionaries; Questions and answers; Science -- Miscellanea; Technology -- Miscellanea,Category: Children & Young Adult Reading; Category: Encyclopedias/Dictionaries/Reference; Category: Engineering & Technology; Category: Language & Communication; Category: Science - Biology; Category: Science - Chemistry/Biochemistry; Category: Science - Physics,en,3110,Text,False
