id,title,authors,subjects,bookshelves,languages,download_count,media_type,copyright
40244,The History of the Thirteen Colonies of North America 1497-1763,"Jeffery, Reginald W. (Reginald Welbury)","United States -- History -- Colonial period, ca. 1600-1775",Category: History - American; Category: History - British; Category: History - Early Modern (c. 1450-1750),en,886,Text,False
28384,As I Remember: Recollections of American Society during the Nineteenth Century,"Gouverneur, Marian",New York (N.Y.) -- Social life and customs -- 19th century; United States -- Social life and customs -- 19th century; Washington (D.C.) -- Social life and customs,Category: Biographies; Category: History - American,en,885,Text,False
30129,Old French Fairy Tales,"Ségur, Sophie, comtesse de","Children's stories, French -- Translations into English; Fairy tales -- France","Category: Children & Young Adult Reading; Category: French Literature; Category: Mythology, Legends & Folklore",en,885,Text,False
15749,"The Interest of America in Sea Power, Present and Future","Mahan, A. T. (Alfred Thayer)",Sea-power; United States -- Defenses; United States. Navy,Category: History - American; Category: History - Modern (1750+); Category: History - Warfare,en,883,Text,False
64365,Anne of Green Gables,"Montgomery, L. M. (Lucy Maud)","Bildungsromans; Canada -- History -- 1867-1914 -- Fiction; Country life -- Prince Edward Island -- Fiction; Friendship -- Fiction; Girls -- Fiction; Islands -- Fiction; Orphans -- Fiction; Prince Edward Island -- History -- 20th century -- Fiction; Shirley, Anne (Fictitious character) -- Fiction",Category: British Literature; Category: Children & Young Adult Reading; Category: Classics of Literature; Category: Novels,en,883,Text,False
69225,365 bedtime stories,"Bonner, Mary Graham","Children's stories, American",Category: Children & Young Adult Reading; Category: Short Stories,en,883,Text,False
6933,"France and England in North America, Part II: The Jesuits in North America in the Seventeenth Century","Parkman, Francis",Canada -- History -- To 1763 (New France); Jesuits -- Missions -- New France -- History -- 17th century; Wyandot Indians -- Missions -- New France -- History -- 17th century,Category: History - American; Category: History - Early Modern (c. 1450-1750); Category: History - Religious; United States,en,882,Text,False
54797,"The Jesuit Relations and Allied Documents, Vol. 8: Quebec, Hurons, Cape Breton, 1634-1636",,Canada -- History -- To 1763 (New France); Indians of North America -- Canada; Jesuits -- Missions; Jesuits -- North America,Category: Archaeology & Anthropology; Category: History - American; Category: History - Early Modern (c. 1450-1750); Category: History - Modern (1750+); Category: History - Religious,en,882,Text,False
556,Rewards and Fairies,"Kipling, Rudyard","Fairies -- Juvenile fiction; Fantasy literature; Short stories, English; Siblings -- Juvenile fiction","Category: British Literature; Category: Children & Young Adult Reading; Category: Mythology, Legends & Folklore; Category: Short Stories; Nobel Prizes in Literature",en,881,Text,False
51291,"Narrative and Critical History of America, Vol. 4 (of 8): French Explorations and Settlements in North America and Those of the Portuguese, Dutch, and Swedes 1500-1700",,America -- Discovery and exploration; America -- History; United States -- History,Category: History - American; Category: History - Early Modern (c. 1450-1750); Category: History - European,en,881,Text,False
70677,An economic interpretation of the Constitution of the United States,"Beard, Charles A. (Charles Austin)",Constitutional history -- United States; Constitutional law -- Economic aspects -- United States; Economic liberties (U.S. Constitution); United States -- Economic conditions -- To 1865; United States. Constitution -- Economic aspects,Category: Economics; Category: History - American; Category: Politics,en,881,Text,False
70271,When we were very young,"Milne, A. A. (Alan Alexander)","Children's poetry, English",Category: British Literature; Category: Children & Young Adult Reading; Category: Poetry,en,880,Text,False
34219,The Enchanted Castle,"Nesbit, E. (Edith)","Castles -- Juvenile fiction; Fantasy fiction, English; Friendship -- Juvenile fiction; Great Britain -- History -- Edward VII, 1901-1910 -- Juvenile fiction; Magic -- Juvenile fiction; Rings -- Juvenile fiction; Siblings -- Juvenile fiction; Wishes -- Juvenile fiction",Category: Adventure; Category: British Literature; Category: Children & Young Adult Reading; Category: Novels; Category: Science-Fiction & Fantasy,en,879,Text,False
44240,Old Taverns of New York,"Bayles, W. Harrison (William Harrison)",Bars (Drinking establishments) -- New York (State) -- New York; Hotels -- New York (State) -- New York; Taverns (Inns) -- New York (State) -- New York,Category: History - American; Category: History - Early Modern (c. 1450-1750); Category: History - Modern (1750+),en,879,Text,False
8648,War Poetry of the South,,"American poetry -- Southern States; Southern States -- Poetry; United States -- History -- Civil War, 1861-1865 -- Poetry; War poetry, American -- Southern States",Category: History - American; Category: Poetry; US Civil War,en,878,Text,False
23781,"A Little Girl of Long Ago; Or, Hannah Ann: A Sequel to a Little Girl in Old New York","Douglas, Amanda M.",New York (N.Y.) -- History -- 1775-1865 -- Fiction,Category: American Literature; Category: Children & Young Adult Reading; Category: Historical Novels,en,876,Text,False
27953,The New Nation,"Paxson, Frederic L. (Frederic Logan)",United States -- History -- 1865-1921,Category: History - American; Category: History - Modern (1750+); Category: History - Other,en,876,Text,False
19805,The Tale of Mr. Tod,"Potter, Beatrix",Animals -- Juvenile fiction; Children's stories; Rabbits -- Juvenile fiction,Category: Adventure; Category: Children & Young Adult Reading; Category: Humour; Children's Picture Books,en,875,Text,False
23395,Orthography : $b as outlined in the state course of study for Illinois : seventh and eighth years,"Cavins, Elmer W. (Elmer Warren)",English language -- Etymology,Category: Language & Communication; Category: Teaching & Education; Children's Instructional Books,en,874,Text,False
22282,Uncle Remus and Brer Rabbit,"Harris, Joel Chandler","African American men -- Fiction; Animals -- Fiction; Georgia -- Social life and customs -- Fiction; Plantation life -- Fiction; Remus, Uncle (Fictitious character) -- Fiction","Category: American Literature; Category: Mythology, Legends & Folklore; Category: Short Stories; Children's Picture Books",en,873,Text,False
27887,Wild Animals at Home,"Seton, Ernest Thompson",Animal behavior; Animals -- Anecdotes; Animals -- Fiction,"Animal; Animals-Wild; Category: Essays, Letters & Speeches; Category: Nature/Gardening/Animals",en,873,Text,False
63039,"The journal of the American-Irish Historical Society, Vol. VI, 1906",Various,American-Irish Historical Society -- Periodicals; Ethnology -- United States -- Periodicals; Irish Americans -- Periodicals,Category: History - American; Category: History - Other; Category: Reports & Conference Proceedings,en,872,Text,False
30956,"History of the Great American Fortunes, Vol. I: Conditions in Settlement and Colonial Times","Myers, Gustavus",United States -- Economic conditions; Wealth -- United States,Category: History - American; Category: History - Early Modern (c. 1450-1750); Category: History - Modern (1750+),en,871,Text,False
48428,America's Munitions 1917-1918,"United States. War Department, Crowell, Benedict","United States. Army -- Supplies and stores; Weapons; World War, 1914-1918 -- United States -- Equipment and supplies",Category: History - American; Category: History - Modern (1750+); Category: History - Warfare,en,870,Text,False
62799,John Brown,"Du Bois, W. E. B. (William Edward Burghardt)","Abolitionists -- United States -- Biography; African Americans -- Civil rights -- Philosophy; Brown, John, 1800-1859",Category: Biographies; Category: History - American; Category: History - Modern (1750+); Category: History - Religious,en,870,Text,False
38483,"Abraham Lincoln: The True Story of a Great Life, Volume 1 (of 2)","Herndon, William Henry, Weik, Jesse William","Lincoln, Abraham, 1809-1865",Category: Biographies; Category: History - American,en,868,Text,False
56313,"The Writings of Thomas Jefferson, Vol. 8 (of 9): Being His Autobiography, Correspondence, Reports, Messages, Addresses, and Other Writings, Official and Private","Jefferson, Thomas",United States -- Politics and government -- 1775-1783; United States -- Politics and government -- 1783-1865,"Category: Biographies; Category: Essays, Letters & Speeches; Category: History - American",en,868,Text,False
928,Alice's Adventures in Wonderland: HTML Edition,"Carroll, Lewis",Alice (Fictitious character from Carroll) -- Juvenile fiction; Children's stories; Fantasy fiction; Imaginary places -- Juvenile fiction,Best Books Ever Listings; Children's Literature,en,867,Text,False
12384,Battle-Pieces and Aspects of the War,"Melville, Herman","United States -- History -- Civil War, 1861-1865 -- Poetry; War poetry, American",Category: American Literature; Category: History - American; Category: Poetry; US Civil War,en,867,Text,False
14655,Big People and Little People of Other Lands,"Shaw, Edward R. (Edward Richard)",Children's literature; Readers -- Geography,Category: Archaeology & Anthropology; Category: Children & Young Adult Reading; Category: Teaching & Education,en,867,Text,False
32217,Czechoslovak Fairy Tales,"Fillmore, Parker",Fairy tales -- Czechoslovakia,"Category: Children & Young Adult Reading; Category: Mythology, Legends & Folklore",en,867,Text,False
4316,"The Romance of the Colorado River : $b The Story of its Discovery in 1840, with an Account of the Later Explorations, and with Special Reference to the Voyages of Powell through the Line of the Great Canyons","Dellenbaugh, Frederick Samuel","Colorado River (Colo.-Mexico) -- Description and travel; Colorado River (Colo.-Mexico) -- Discovery and exploration; Colorado River Valley (Colo.-Mexico) -- Description and travel; Colorado River Valley (Colo.-Mexico) -- Discovery and exploration; Grand Canyon (Ariz.) -- Description and travel; Grand Canyon (Ariz.) -- Discovery and exploration; Powell, John Wesley, 1834-1902",Category: History - American; Category: Travel Writing,en,866,Text,False
14664,Things To Make,"Williams, Archibald",Do-it-yourself work; Industrial arts,Category: Children & Young Adult Reading; Category: How To ...; Crafts,en,866,Text,False
19579,American Indian Fairy Tales,"Larned, W. T. (William Trowbridge)",Fairy tales -- North America; Indians of North America -- Folklore; Tales -- North America,"Children's Myths, Fairy Tales, etc.; Native America",en,865,Sound,False
47135,"The American Jew as Patriot, Soldier and Citizen","Wolf, Simon","Jews -- United States -- History; United States -- History -- Civil War, 1861-1865 -- Participation, Jewish; United States -- History -- Revolution, 1775-1783 -- Participation, Jewish",Category: History - American,en,865,Text,False
4114,Christopher Columbus and the New World of His Discovery — Volume 7,"Young, Filson","America -- Discovery and exploration; Columbus, Christopher, 1451-1506",Category: History - American; Category: History - European; Category: History - Modern (1750+),en,864,Text,False
65492,The Goose-step: A Study of American Education,"Sinclair, Upton",Education -- United States; Universities and colleges -- United States,Category: History - American; Category: Teaching & Education,en,864,Text,False
21093,"The Journal of Negro History, Volume 4, 1919",Various,African Americans -- Periodicals,Category: History - American; Category: Sociology; Slavery; The Journal of Negro History,en,863,Text,False
42414,"The Animal World, A Book of Natural History: Young Folks' Treasury (Volume V)","Wood, Theodore",Animals -- Juvenile literature,Category: Children & Young Adult Reading; Category: Nature/Gardening/Animals,en,863,Text,False
52052,"The puzzle king : $b Amusing arithmetic, book-keeping blunders, commercial comicalities, curious ""catches"", peculiar problems, perplexing paradoxes, quaint questions, queer quibbles, school stories, interesting items, tricks with figures, cards, draughts, dice, dominoes, etc., etc., etc.","Scott, John",Amusements; Mathematical recreations; Puzzles,Category: Humour; Category: Mathematics,en,863,Text,False
58740,"Complete Life of William McKinley and Story of His Assassination: An Authentic and Official Memorial Edition, Containing Every Incident in the Career of the Immortal Statesman, Soldier, Orator and Patriot","Everett, Marshall","McKinley, William, 1843-1901; McKinley, William, 1843-1901 -- Assassination",Category: Biographies; Category: History - American; Category: History - Modern (1750+); Category: History - Royalty,en,863,Text,False
21242,On the Irrawaddy: A Story of the First Burmese War,"Henty, G. A. (George Alfred)","Adventure and adventurers -- Juvenile fiction; Anglo-Burmese War, 1st, 1824-1826 -- Juvenile fiction; Animals -- Juvenile fiction; Brigands and robbers -- Juvenile fiction; Burma -- Juvenile fiction; Conduct of life -- Juvenile fiction; Friendship -- Juvenile fiction; Prisoners -- Juvenile fiction; Rescues -- Juvenile fiction; Soldiers -- Juvenile fiction; Voyages and travels -- Juvenile fiction; War stories",Category: Adventure; Category: British Literature; Category: Historical Novels; Children's Fiction,en,861,Text,False
28148,"Cotton is King, and Pro-Slavery Arguments: Comprising the Writings of Hammond, Harper, Christy, Stringfellow, Hodge, Bledsoe, and Cartrwright on this Important Subject",,"Scott, Dred, 1809-1858; Slavery -- Justification; Slavery -- United States; United States -- Fugitive slave law (1850)",Category: History - American; Category: History - Modern (1750+); Category: Politics,en,861,Text,False
48230,The Soul of John Brown,"Graham, Stephen",African Americans; United States -- Race relations,Category: History - American,en,861,Text,False
28308,The Children's Book of Christmas Stories,,Christmas stories,Category: Children & Young Adult Reading; Category: Short Stories,en,860,Text,False
18571,"The Northmen, Columbus and Cabot, 985-1503",,"America -- Discovery and exploration -- British -- Early works to 1800; America -- Discovery and exploration -- Norse -- Early works to 1800; America -- Discovery and exploration -- Spanish -- Early works to 1800; Cabot, John, -1498?; Columbus, Christopher, 1451-1506",Category: History - American; Category: History - Ancient; Category: History - Early Modern (c. 1450-1750); Category: History - European; Category: History - Medieval/Middle Ages; Category: Travel Writing; Children's History,en,859,Text,False
38418,From Manassas to Appomattox: Memoirs of the Civil War in America,"Longstreet, James","Confederate States of America. Army -- Biography; Generals -- Confederate States of America -- Biography; Longstreet, James, 1821-1904; United States -- History -- Civil War, 1861-1865 -- Campaigns; United States -- History -- Civil War, 1861-1865 -- Personal narratives, Confederate",Category: Biographies; Category: History - American; Category: History - Warfare; US Civil War,en,859,Text,False
51275,The Sleeping Beauty and other fairy tales from the Old French,"Quiller-Couch, Arthur, Perrault, Charles",Fairy tales; Fairy tales -- France; Folklore -- France,"Category: Children & Young Adult Reading; Category: French Literature; Category: Mythology, Legends & Folklore",en,859,Text,False
16960,History of the United States,"Beard, Charles A. (Charles Austin), Beard, Mary Ritter",United States -- History,Category: History - American; Children's History; United States,en,858,Text,False
20752,"The Journal of Negro History, Volume 2, 1917",Various,African Americans -- Periodicals,Category: History - American; Category: History - Modern (1750+); Category: Journals; Slavery; The Journal of Negro History,en,858,Text,False
27669,"The Johnstown Horror!!!: or, Valley of Death, being A Complete and Thrilling Account; of the Awful Floods and Their Appalling Ruin","Walker, James Herbert",Floods -- Pennsylvania -- Johnstown (Cambria County),Category: History - American; Category: History - Modern (1750+),en,857,Text,False
39406,"Kentucky in American Letters, 1784-1912. Vol. 1 of 2","Townsend, John Wilson","American literature -- Kentucky; American literature -- Kentucky -- Bio-bibliography; Authors, American -- Homes and haunts -- Kentucky; Kentucky -- In literature; Kentucky -- Intellectual life; Kentucky -- Literary collections",Category: American Literature; Category: History - American,en,857,Text,False
57779,"The Catholic World, Vol. 25, April 1877 to September 1877",Various,Catholic Church -- Periodicals,Category: Archaeology & Anthropology; Category: History - American; Category: Journals; Category: Poetry; Category: Religion/Spirituality,en,857,Text,False
73057,"History of the United States of America, Volume 8 (of 9) : $b During the second administration of James Madison","Adams, Henry",United States -- History -- 1801-1809; United States -- History -- 1809-1817,Category: History - American; Category: History - Modern (1750+); Category: History - Warfare,en,856,Text,False
30058,The Road to Independence: Virginia 1763-1783,"Virginia. History, Government, and Geography Service","Virginia -- History -- Colonial period, ca. 1600-1775 -- Study and teaching (Secondary); Virginia -- History -- Revolution, 1775-1783 -- Study and teaching (Secondary)",Category: History - American; Category: History - Modern (1750+),en,854,Text,False
38497,"Nurse and Spy in the Union Army: The Adventures and Experiences of a Woman in Hospitals, Camps, and Battle-Fields","Edmonds, S. Emma E. (Sarah Emma Evelyn)","Edmonds, S. Emma E. (Sarah Emma Evelyn), 1841-1898; Nurses -- United States -- Biography; United States -- History -- Civil War, 1861-1865 -- Hospitals; United States -- History -- Civil War, 1861-1865 -- Medical care; United States -- History -- Civil War, 1861-1865 -- Participation, Female; United States -- History -- Civil War, 1861-1865 -- Personal narratives; United States -- History -- Civil War, 1861-1865 -- Secret service; Women soldiers -- United States -- Biography; Women spies -- United States -- Biography",Category: Biographies; Category: History - American; Category: History - Warfare,en,854,Text,False
22062,The Mathematicall Praeface to Elements of Geometrie of Euclid of Megara,"Dee, John",Geometry -- Early works to 1800; Mathematics -- Early works to 1800; Philosophy -- Early works to 1800,Category: Mathematics,en,853,Text,False
57939,The Fall River Tragedy: A History of the Borden Murders,"Porter, Edwin H.","Borden, Abby Durfee Gray, 1828-1892; Borden, Andrew Jackson, 1822-1892; Borden, Lizzie, 1860-1927; Borden, Lizzie, 1860-1927 -- Trials, litigation, etc.; Murder -- Investigation -- Massachusetts -- Fall River; Murder -- Massachusetts -- Fall River; Trials (Murder) -- Massachusetts -- New Bedford","Category: Crime, Thrillers and Mystery; Category: History - American",en,853,Text,False
20483,"Artillery Through the Ages: A Short Illustrated History of Cannon, Emphasizing Types Used in America","Manucy, Albert C.",Artillery -- History; United States. Army -- Ordnance and ordnance stores,Category: History - American; Category: History - Warfare,en,852,Text,False
64574,History of the Jews in America: From the Period of the Discovery of the New World to the Present Time,"Wiernik, Peter",Jews -- America -- History; Jews -- United States -- History,Category: History - American; Category: History - Religious,en,852,Text,False
20709,From Pole to Pole: A Book for Young People,"Hedin, Sven Anders",Geography -- Juvenile literature; Voyages and travels -- Juvenile literature,Category: Adventure; Category: Children & Young Adult Reading; Category: Travel Writing; Travel,en,851,Text,False
46218,"The Jesuit Relations and Allied Documents, Vol. 3: Acadia, 1611-1616",,Canada -- History -- To 1763 (New France); Indians of North America -- Canada; Jesuits -- Missions; Jesuits -- North America,Category: History - American; Category: History - Religious,en,851,Text,False
72508,Nature readers : $b Sea-side and way-side. No. 4,"Wright, Julia McNair",Nature study -- Juvenile literature; Readers,"Category: Children & Young Adult Reading; Category: Essays, Letters & Speeches; Category: Science - Biology; Category: Science - Earth/Agricultural/Farming; Category: Teaching & Education",en,851,Text,False
7871,Dutch Fairy Tales for Young Folks,"Griffis, William Elliot",Fairy tales -- Netherlands,"Category: Children & Young Adult Reading; Category: Mythology, Legends & Folklore; Category: Short Stories; Children's Myths, Fairy Tales, etc.; Folklore",en,850,Text,False
15041,The Negro Problem,,African Americans; African Americans -- Politics and government -- 20th century; African Americans -- Social conditions -- To 1964,"African American Writers; Category: Essays, Letters & Speeches; Category: History - American; Category: Sociology; Category: Teaching & Education",en,847,Text,False
19826,The White Christmas and other Merry Christmas Plays,"Hare, Walter Ben",Christmas plays,Category: Children & Young Adult Reading; Category: Plays/Films/Dramas; Category: Religion/Spirituality; Christmas,en,847,Text,False
50560,A Century of Dishonor: A Sketch of the United States Government's Dealings with Some of the Indian Tribes,"Jackson, Helen Hunt","Indians of North America -- Government relations; Indians, Treatment of -- United States; United States -- Politics and government; United States -- Race relations",Category: History - American,en,847,Text,False
11274,"The Anti-Slavery Examiner, Part 4 of 4",American Anti-Slavery Society,Antislavery movements -- United States -- Periodicals; Slavery -- United States -- Periodicals,Category: History - American; Category: History - Religious; Category: Philosophy & Ethics; Category: Politics; Slavery,en,845,Text,False
8994,What Katy Did,"Coolidge, Susan",Accidents -- Juvenile fiction; Aunts -- Juvenile fiction; Conduct of life -- Juvenile fiction; Cousins -- Juvenile fiction; People with disabilities -- Juvenile fiction; Siblings -- Juvenile fiction; Single-parent families -- Juvenile fiction,Category: American Literature; Category: Children & Young Adult Reading; Category: Novels; Children's Literature,en,844,Text,False
14291,The Story of Geographical Discovery: How the World Became Known,"Jacobs, Joseph",Discoveries in geography,Category: History - Other; Category: Travel Writing; Children's History,en,844,Text,False
28170,"Slave Narratives: A Folk History of Slavery in the United States from Interviews with Former Slaves, Volume XIV, South Carolina Narratives, Part 4",United States. Work Projects Administration,African Americans -- Biography; African Americans -- Folklore; Enslaved persons -- South Carolina -- Biography; Enslaved persons -- South Carolina -- Social conditions; Slavery -- South Carolina,Category: Biographies; Category: History - American; Slavery,en,843,Text,False
24968,"Behind the Scenes; or, Thirty years a slave, and Four Years in the White House","Keckley, Elizabeth","African American women -- Biography; Enslaved women -- United States -- Biography; Keckley, Elizabeth, approximately 1818-1907; Lincoln, Abraham, 1809-1865; Lincoln, Mary Todd, 1818-1882; Slavery -- United States",Category: Biographies; Category: History - American; Category: History - Modern (1750+); Category: Parenthood & Family Relations; Slavery,en,842,Text,False
697,The Light Princess,"MacDonald, George","Children's stories, English; Fairy tales; Fairy tales -- Great Britain","Category: British Literature; Category: Children & Young Adult Reading; Category: Mythology, Legends & Folklore; Category: Science-Fiction & Fantasy; Children's Literature",en,841,Text,False
28499,"Mother Earth: Land Grants in Virginia, 1607-1699","Robinson, Walter Stitt","Land grants -- Virginia -- History; Virginia -- History -- Colonial period, ca. 1600-1775",Category: History - American; Category: History - British; Category: History - Early Modern (c. 1450-1750); Category: History - Other,en,841,Text,False
23405,"Journeys Through Bookland, Vol. 7","Sylvester, Charles Herbert",Children's literature; Literature -- Collections,Category: Children & Young Adult Reading; Category: Poetry; Children's Anthologies,en,840,Text,False
794,The Wouldbegoods: Being the Further Adventures of the Treasure Seekers,"Nesbit, E. (Edith)",Adventure stories; Children -- Juvenile fiction; Country life -- Juvenile fiction; England -- Juvenile fiction; Families -- Juvenile fiction; Siblings -- Juvenile fiction,Category: Adventure; Category: British Literature; Category: Children & Young Adult Reading; Children's Fiction; Children's Literature,en,839,Text,False
16783,"Memoir, Correspondence, and Miscellanies, From the Papers of Thomas Jefferson, Volume 3","Jefferson, Thomas",United States -- Politics and government -- 1775-1783; United States -- Politics and government -- 1783-1865,"Category: Biographies; Category: Essays, Letters & Speeches; Category: History - American; Category: History - European; Category: History - Modern (1750+); Category: History - Religious",en,839,Text,False
18422,"Modern Eloquence: Vol III, After-Dinner Speeches P-Z",,"Speeches, addresses, etc.","Category: Essays, Letters & Speeches; Category: History - American",en,839,Text,False
38399,"Harper's New Monthly Magazine Vol. IV, No. 19, Dec 1851",Various,American literature -- Periodicals; Civilization -- Periodicals; Culture -- Periodicals,Category: History - American; Category: Journals; Harper's New Monthly Magazine,en,839,Text,False
47262,Old Times on the Upper Mississippi: The Recollections of a Steamboat Pilot from 1854 to 1863,"Merrick, George Byron","Frontier and pioneer life -- Mississippi River Valley; Merrick, George Byron; Mississippi River -- Description and travel; Mississippi River -- Social life and customs -- 19th century; Mississippi River Valley -- Description and travel; Mississippi River Valley -- Social life and customs -- 19th century; Pilots and pilotage -- Mississippi River -- Biography; River boats -- Mississippi River -- History -- 19th century; River life -- Mississippi River -- History -- 19th century; Steam-navigation -- Mississippi River -- History -- 19th century",Category: Biographies; Category: History - American; Category: Travel Writing,en,839,Text,False
19446,"Slave Narratives: A Folk History of Slavery in the United States from Interviews with Former Slaves, Volume II, Arkansas Narratives, Part 3",United States. Work Projects Administration,African Americans -- Arkansas -- Biography; Enslaved persons -- Arkansas -- Biography; Enslaved persons -- Arkansas -- Social conditions; Slave narratives -- Arkansas; Slavery -- Arkansas,Category: Biographies; Category: History - American; Slavery,en,838,Text,False
8690,American Institutions and Their Influence,"Tocqueville, Alexis de",Democracy; United States -- Politics and government,Category: History - American; Category: Politics,en,837,Text,False
22300,"The Menorah Journal, Volume 1, 1915",Various,Jews -- Periodicals; Jews -- United States -- Periodicals,"Category: Essays, Letters & Speeches; Category: History - American; Category: History - Modern (1750+); Category: Journalism/Media/Writing; Category: Religion/Spirituality; The Menorah Journal",en,837,Text,False
15735,"History of the Negro Race in America from 1619 to 1880. Vol 1: Negroes as Slaves, as Soldiers, and as Citizens","Williams, George Washington",African Americans -- History; Liberia; Sierra Leone,Category: History - American; Slavery,en,836,Text,False
19528,Sixty Years of California Song,"Alverson, Margaret Blake",Music -- California -- History and criticism,Category: Biographies; Category: History - American; Category: Music; Music,en,836,Text,False
42872,"America, Volume 6 (of 6)","Cook, Joel",Canada -- Description and travel; United States -- Description and travel,Category: History - American; Category: History - Modern (1750+),en,834,Text,False
62366,Christopher Columbus,"Campe, Joachim Heinrich","Columbus, Christopher, 1451-1506",Category: Biographies; Category: Children & Young Adult Reading; Category: History - European; Category: History - Modern (1750+),en,833,Text,False
5032,State of the Union Addresses,"Roosevelt, Theodore",Presidents -- United States -- Messages; United States -- Politics and government -- Sources,"Category: Essays, Letters & Speeches; Category: History - American; Category: Politics",en,832,Text,False
6963,"Elson Grammar School Literature, book 4","Elson, William H. (William Harris), Keck, Christine M.",Readers,Category: American Literature; Category: British Literature; Category: Children & Young Adult Reading; Category: Poetry; Category: Teaching & Education,en,832,Text,False
31819,"Ku Klux Klan: Its Origin, Growth and Disbandment","Lester, John C., Wilson, D. L. (Daniel Love)",Ku Klux Klan (19th century),Category: History - American; Category: History - Modern (1750+); Category: History - Warfare,en,829,Text,False
11800,U.S. Copyright Renewals 1950 - 1977,Library of Congress. Copyright Office,Copyright -- United States -- Catalogs,Category: Encyclopedias/Dictionaries/Reference; Category: History - American; Category: Law & Criminology,en,827,Text,False
37488,Asgard Stories: Tales from Norse Mythology,"Foster, Mary H., Cummings, Mabel H. (Mabel Homer)","Eddas -- Translations into English; Mythology, Norse","Category: Children & Young Adult Reading; Category: Mythology, Legends & Folklore",en,827,Text,False
44104,"The Native Races [of the Pacific states], Volume 4, Antiquities: The Works of Hubert Howe Bancroft, Volume 4","Bancroft, Hubert Howe",Indians -- Bibliography; Indians of Central America; Indians of Mexico; Indians of North America -- Pacific Coast of North America,Category: Archaeology & Anthropology; Category: History - American,en,827,Text,False
12296,"Camps and Trails in China: A Narrative of Exploration, Adventure, and Sport in Little-Known China","Andrews, Roy Chapman, Andrews, Yvette Borup","Andrews, Roy Chapman, 1884-1960; Andrews, Yvette Borup; Asiatic Zoölogical Expedition (1916-1917); China -- Description and travel; China -- Social life and customs -- 1912-1949; Heller, Edmund, 1875-1939; Hunting -- China -- Yunnan Sheng; Natural history -- China -- Yunnan Sheng; Yunnan Sheng (China) -- Description and travel; Zoology -- China -- Yunnan Sheng",Category: Adventure; Category: American Literature; Category: Archaeology & Anthropology; Category: Nature/Gardening/Animals; Category: Travel Writing; Children's History,en,825,Text,False
34844,Collection of Nebraska Pioneer Reminiscences,Daughters of the American Revolution. Nebraska,Frontier and pioneer life -- Nebraska; Nebraska -- History,Category: History - American; United States,en,825,Text,False
14517,"France and England in North America, Part VI : Montcalm and Wolfe","Parkman, Francis","Montcalm de Saint-Véran, Louis-Joseph, marquis de, 1712-1759; United States -- History -- French and Indian War, 1754-1763 -- Campaigns; Wolfe, James, 1727-1759",Category: History - American; Category: History - European; Category: History - Modern (1750+); Category: History - Warfare,en,824,Text,False
7140,"The Great Conspiracy, Complete","Logan, John Alexander",Slavery -- United States; United States -- Politics and government -- 1861-1865,Category: History - American; Category: History - Modern (1750+); Category: History - Warfare; US Civil War,en,823,Text,False
13499,Two Little Savages: Being the adventures of two boys who lived as Indians and what they learned,"Seton, Ernest Thompson",Camping -- Juvenile fiction; Outdoor life -- Juvenile fiction,Canada; Category: Adventure; Category: Children & Young Adult Reading; Category: Novels,en,822,Text,False
49247,"A History of Matrimonial Institutions, Vol. 2 of 3","Howard, George Elliott",Families; Marriage -- History,Category: History - American; Category: History - British; Category: History - Other; Category: Law & Criminology; Category: Parenthood & Family Relations,en,822,Text,False
36151,Franklin's Autobiography: (Eclectic English Classics),"Franklin, Benjamin","Franklin, Benjamin, 1706-1790",Category: American Literature; Category: Biographies; Category: Classics of Literature; Category: History - American,en,821,Text,False
20789,"The Grammar School Boys Snowbound; or, Dick & Co. at Winter Sports","Hancock, H. Irving (Harrie Irving)",Snow camping -- Juvenile fiction,Category: Adventure; Category: Children & Young Adult Reading; Category: Novels; Children's Book Series,en,820,Text,False
36132,"The Parent's Assistant; Or, Stories for Children","Edgeworth, Maria",Children's stories,Category: Children & Young Adult Reading; Category: Short Stories,en,820,Text,False
67954,"The Life of Clara Barton, Founder of the American Red Cross (Vol. 2 of 2)","Barton, William E. (William Eleazar)","American National Red Cross -- Biography; Barton, Clara, 1821-1912; Nurses -- United States -- Biography",Category: Biographies; Category: Health & Medicine; Category: History - American; Category: History - Modern (1750+),en,819,Text,False
75282,"The pirates of the New England coast, 1630-1730","Dow, George Francis, Edmonds, John Henry","New England -- History -- Colonial period, ca. 1600-1775; Pirates -- New England -- History",Category: History - American; Category: History - Early Modern (c. 1450-1750),en,819,Text,False
11716,The Balkans: A History of Bulgaria—Serbia—Greece—Rumania—Turkey,"Hogarth, D. G. (David George), Toynbee, Arnold, Forbes, Nevill, Mitrany, David",Balkan Peninsula -- History; Eastern question (Balkan),Bulgaria; Category: History - European; Children's History; Greece,en,818,Text,False
16751,McGuffey's Sixth Eclectic Reader,"McGuffey, William Holmes",Readers,Category: Language & Communication; Category: Teaching & Education; Children's Instructional Books,en,817,Text,False
25428,Anecdotes of Animals,Unknown,Animals -- Anecdotes; Animals -- Humor,Animals-Wild; Category: Children & Young Adult Reading; Category: Short Stories,en,817,Text,False
12101,A Social History of the American Negro: Being a History of the Negro Problem in the United States. Including A History and Study of the Republic of Liberia,"Brawley, Benjamin Griffith",African Americans -- History; African Americans -- Social conditions; Liberia -- History; Slavery -- United States -- History; United States -- Race relations,Category: History - American; Category: Sociology; Slavery,en,816,Text,False
